	model	mparms	trsamples	bsize	lr	gamma	maxepochs	avgtestloss
341	Linear1_RELU	()	6000	20	0.5	0.7	250	1.0357624758143991e-22
342	Linear1_RELU	()	6000	20	1.0	0.3	10	1.57362839732088e-22
343	Linear1_RELU	()	6000	20	1.0	0.3	100	1.0315273110781276e-22
344	Linear1_RELU	()	6000	20	1.0	0.3	250	1.0315273110781276e-22
345	Linear1_RELU	()	6000	20	1.0	0.7	10	1.1996104115489029e-22
346	Linear1_RELU	()	6000	20	1.0	0.7	100	3.864587821847745e-23
347	Linear1_RELU	()	6000	20	1.0	0.7	250	3.864587821847745e-23
348	Linear1_RELU	()	6000	50	0.5	0.3	10	3.8334858308157516e-23
349	Linear1_RELU	()	6000	50	0.5	0.3	100	3.8334858308157516e-23
350	Linear1_RELU	()	6000	50	0.5	0.3	250	3.8334858308157516e-23
351	Linear1_RELU	()	6000	50	0.5	0.7	10	3.838779786736091e-23
352	Linear1_RELU	()	6000	50	0.5	0.7	100	3.838779786736091e-23
353	Linear1_RELU	()	6000	50	0.5	0.7	250	3.838779786736091e-23
354	Linear1_RELU	()	6000	50	1.0	0.3	10	3.8142952406045214e-23
355	Linear1_RELU	()	6000	50	1.0	0.3	100	3.8142952406045214e-23
356	Linear1_RELU	()	6000	50	1.0	0.3	250	3.8142952406045214e-23
357	Linear1_RELU	()	6000	50	1.0	0.7	10	3.8989985353299515e-23
358	Linear1_RELU	()	6000	50	1.0	0.7	100	3.8989985353299515e-23
359	Linear1_RELU	()	6000	50	1.0	0.7	250	3.8989985353299515e-23
360	Linear1_Sigmoid	()	600	10	0.5	0.3	10	0.17667991399765015
361	Linear1_Sigmoid	()	600	10	0.5	0.3	100	0.17667985886335372
362	Linear1_Sigmoid	()	600	10	0.5	0.3	250	0.17667985886335372
363	Linear1_Sigmoid	()	600	10	0.5	0.7	10	0.13851689219474791
364	Linear1_Sigmoid	()	600	10	0.5	0.7	100	0.13770836025476454
365	Linear1_Sigmoid	()	600	10	0.5	0.7	250	0.13770836025476454
366	Linear1_Sigmoid	()	600	10	1.0	0.3	10	0.1158006802201271
367	Linear1_Sigmoid	()	600	10	1.0	0.3	100	0.11580062836408615
368	Linear1_Sigmoid	()	600	10	1.0	0.3	250	0.11580062836408615
369	Linear1_Sigmoid	()	600	10	1.0	0.7	10	0.08200396329164505
370	Linear1_Sigmoid	()	600	10	1.0	0.7	100	0.0811654594540596
371	Linear1_Sigmoid	()	600	10	1.0	0.7	250	0.0811654594540596
372	Linear1_Sigmoid	()	600	20	0.5	0.3	10	0.07782921195030212
373	Linear1_Sigmoid	()	600	20	0.5	0.3	100	0.07782920777797699
374	Linear1_Sigmoid	()	600	20	0.5	0.3	250	0.07782920777797699
375	Linear1_Sigmoid	()	600	20	0.5	0.7	10	0.07053336322307587
376	Linear1_Sigmoid	()	600	20	0.5	0.7	100	0.07030485212802887
377	Linear1_Sigmoid	()	600	20	0.5	0.7	250	0.07030485212802887
378	Linear1_Sigmoid	()	600	20	1.0	0.3	10	0.06480847179889679
379	Linear1_Sigmoid	()	600	20	1.0	0.3	100	0.06480846405029297
380	Linear1_Sigmoid	()	600	20	1.0	0.3	250	0.06480846405029297
381	Linear1_Sigmoid	()	600	20	1.0	0.7	10	0.053467916250228884
382	Linear1_Sigmoid	()	600	20	1.0	0.7	100	0.05312460720539093
383	Linear1_Sigmoid	()	600	20	1.0	0.7	250	0.05312460720539093
384	Linear1_Sigmoid	()	600	50	0.5	0.3	10	0.05193027138710022
385	Linear1_Sigmoid	()	600	50	0.5	0.3	100	0.05193027138710022
386	Linear1_Sigmoid	()	600	50	0.5	0.3	250	0.05193027138710022
387	Linear1_Sigmoid	()	600	50	0.5	0.7	10	0.04929921269416809
388	Linear1_Sigmoid	()	600	50	0.5	0.7	100	0.049213364124298095
389	Linear1_Sigmoid	()	600	50	0.5	0.7	250	0.049213364124298095
390	Linear1_Sigmoid	()	600	50	1.0	0.3	10	0.04713255524635315
391	Linear1_Sigmoid	()	600	50	1.0	0.3	100	0.04713255226612091
392	Linear1_Sigmoid	()	600	50	1.0	0.3	250	0.04713255226612091
393	Linear1_Sigmoid	()	600	50	1.0	0.7	10	0.042609532475471494
394	Linear1_Sigmoid	()	600	50	1.0	0.7	100	0.042463502287864684
395	Linear1_Sigmoid	()	600	50	1.0	0.7	250	0.042463502287864684
396	Linear1_Sigmoid	()	6000	10	0.5	0.3	10	0.018886939294636248
397	Linear1_Sigmoid	()	6000	10	0.5	0.3	100	0.018886939104646443
398	Linear1_Sigmoid	()	6000	10	0.5	0.3	250	0.018886939104646443
399	Linear1_Sigmoid	()	6000	10	0.5	0.7	10	0.0036428388827480377
400	Linear1_Sigmoid	()	6000	10	0.5	0.7	100	0.0035171905127353966
401	Linear1_Sigmoid	()	6000	10	0.5	0.7	250	0.0035171905127353966
402	Linear1_Sigmoid	()	6000	10	1.0	0.3	10	0.0019629367478191852
403	Linear1_Sigmoid	()	6000	10	1.0	0.3	100	0.0019629368293099104
404	Linear1_Sigmoid	()	6000	10	1.0	0.3	250	0.0019629368293099104
405	Linear1_Sigmoid	()	6000	10	1.0	0.7	10	0.0017078847987577318
406	Linear1_Sigmoid	()	6000	10	1.0	0.7	100	0.001707187473308295
407	Linear1_Sigmoid	()	6000	10	1.0	0.7	250	0.001707187473308295
408	Linear1_Sigmoid	()	6000	20	0.5	0.3	10	0.0017056682044640184
409	Linear1_Sigmoid	()	6000	20	0.5	0.3	100	0.0017056682230904697
410	Linear1_Sigmoid	()	6000	20	0.5	0.3	250	0.0017056682230904697
411	Linear1_Sigmoid	()	6000	20	0.5	0.7	10	0.001703603188507259
412	Linear1_Sigmoid	()	6000	20	0.5	0.7	100	0.0017035372937098145
413	Linear1_Sigmoid	()	6000	20	0.5	0.7	250	0.0017035372937098145
414	Linear1_Sigmoid	()	6000	20	1.0	0.3	10	0.001702891567721963
415	Linear1_Sigmoid	()	6000	20	1.0	0.3	100	0.0017028916021808982
416	Linear1_Sigmoid	()	6000	20	1.0	0.3	250	0.0017028916021808982
417	Linear1_Sigmoid	()	6000	20	1.0	0.7	10	0.001702307223342359
418	Linear1_Sigmoid	()	6000	20	1.0	0.7	100	0.0017022405406460165
419	Linear1_Sigmoid	()	6000	20	1.0	0.7	250	0.0017022405406460165
420	Linear1_Sigmoid	()	6000	50	0.5	0.3	10	0.001702334998175502
421	Linear1_Sigmoid	()	6000	50	0.5	0.3	100	0.001702334998175502
422	Linear1_Sigmoid	()	6000	50	0.5	0.3	250	0.001702334998175502
423	Linear1_Sigmoid	()	6000	50	0.5	0.7	10	0.0017022217102348805
424	Linear1_Sigmoid	()	6000	50	0.5	0.7	100	0.0017022089511156081
425	Linear1_Sigmoid	()	6000	50	0.5	0.7	250	0.0017022089511156081
426	Linear1_Sigmoid	()	6000	50	1.0	0.3	10	0.001702281093224883
427	Linear1_Sigmoid	()	6000	50	1.0	0.3	100	0.0017022811155766248
428	Linear1_Sigmoid	()	6000	50	1.0	0.3	250	0.0017022811155766248
429	Linear1_Sigmoid	()	6000	50	1.0	0.7	10	0.001702174101024866
430	Linear1_Sigmoid	()	6000	50	1.0	0.7	100	0.0017021471355110407
431	Linear1_Sigmoid	()	6000	50	1.0	0.7	250	0.0017021471355110407
432	Linear1_Dropout_RELU	(0.1,)	600	10	0.5	0.3	10	0.5512114667892456
433	Linear1_Dropout_RELU	(0.1,)	600	10	0.5	0.3	100	0.5512110233306885
434	Linear1_Dropout_RELU	(0.1,)	600	10	0.5	0.3	250	0.5512110233306885
435	Linear1_Dropout_RELU	(0.1,)	600	10	0.5	0.7	10	0.40644879221916197
436	Linear1_Dropout_RELU	(0.1,)	600	10	0.5	0.7	100	0.40437369227409364
437	Linear1_Dropout_RELU	(0.1,)	600	10	0.5	0.7	250	0.40437369227409364
438	Linear1_Dropout_RELU	(0.1,)	600	10	1.0	0.3	10	0.23608921945095063
439	Linear1_Dropout_RELU	(0.1,)	600	10	1.0	0.3	100	0.23608654618263245
440	Linear1_Dropout_RELU	(0.1,)	600	10	1.0	0.3	250	0.23608654618263245
441	Linear1_Dropout_RELU	(0.1,)	600	10	1.0	0.7	10	0.018745359778404237
442	Linear1_Dropout_RELU	(0.1,)	600	10	1.0	0.7	100	0.018348108679056167
443	Linear1_Dropout_RELU	(0.1,)	600	10	1.0	0.7	250	0.018348108679056167
444	Linear1_Dropout_RELU	(0.1,)	600	20	0.5	0.3	10	0.017621887475252153
445	Linear1_Dropout_RELU	(0.1,)	600	20	0.5	0.3	100	0.017621884196996687
446	Linear1_Dropout_RELU	(0.1,)	600	20	0.5	0.3	250	0.017621884196996687
447	Linear1_Dropout_RELU	(0.1,)	600	20	0.5	0.7	10	0.016082544177770615
448	Linear1_Dropout_RELU	(0.1,)	600	20	0.5	0.7	100	0.016082355231046678
449	Linear1_Dropout_RELU	(0.1,)	600	20	0.5	0.7	250	0.016082355231046678
450	Linear1_Dropout_RELU	(0.1,)	600	20	1.0	0.3	10	0.014758819416165352
451	Linear1_Dropout_RELU	(0.1,)	600	20	1.0	0.3	100	0.014758823290467262
452	Linear1_Dropout_RELU	(0.1,)	600	20	1.0	0.3	250	0.014758823290467262
453	Linear1_Dropout_RELU	(0.1,)	600	20	1.0	0.7	10	0.015320873856544494
454	Linear1_Dropout_RELU	(0.1,)	600	20	1.0	0.7	100	0.015328339338302611
455	Linear1_Dropout_RELU	(0.1,)	600	20	1.0	0.7	250	0.015328339338302611
456	Linear1_Dropout_RELU	(0.1,)	600	50	0.5	0.3	10	0.014864387214183808
457	Linear1_Dropout_RELU	(0.1,)	600	50	0.5	0.3	100	0.014864386320114135
458	Linear1_Dropout_RELU	(0.1,)	600	50	0.5	0.3	250	0.014864386320114135
459	Linear1_Dropout_RELU	(0.1,)	600	50	0.5	0.7	10	0.0150496906042099
460	Linear1_Dropout_RELU	(0.1,)	600	50	0.5	0.7	100	0.015067643523216247
461	Linear1_Dropout_RELU	(0.1,)	600	50	0.5	0.7	250	0.015067643523216247
462	Linear1_Dropout_RELU	(0.1,)	600	50	1.0	0.3	10	0.01421593427658081
463	Linear1_Dropout_RELU	(0.1,)	600	50	1.0	0.3	100	0.01421593576669693
464	Linear1_Dropout_RELU	(0.1,)	600	50	1.0	0.3	250	0.01421593576669693
465	Linear1_Dropout_RELU	(0.1,)	600	50	1.0	0.7	10	0.01527570515871048
466	Linear1_Dropout_RELU	(0.1,)	600	50	1.0	0.7	100	0.015277538299560547
467	Linear1_Dropout_RELU	(0.1,)	600	50	1.0	0.7	250	0.015277538299560547
468	Linear1_Dropout_RELU	(0.1,)	6000	10	0.5	0.3	10	0.015508378617465497
469	Linear1_Dropout_RELU	(0.1,)	6000	10	0.5	0.3	100	0.015508376933634282
470	Linear1_Dropout_RELU	(0.1,)	6000	10	0.5	0.3	250	0.015508376933634282
471	Linear1_Dropout_RELU	(0.1,)	6000	10	0.5	0.7	10	0.015088724736124277
472	Linear1_Dropout_RELU	(0.1,)	6000	10	0.5	0.7	100	0.015101166415959596
473	Linear1_Dropout_RELU	(0.1,)	6000	10	0.5	0.7	250	0.015101166415959596
474	Linear1_Dropout_RELU	(0.1,)	6000	10	1.0	0.3	10	0.015204969525337219
475	Linear1_Dropout_RELU	(0.1,)	6000	10	1.0	0.3	100	0.01520488928630948
476	Linear1_Dropout_RELU	(0.1,)	6000	10	1.0	0.3	250	0.01520488928630948
477	Linear1_Dropout_RELU	(0.1,)	6000	10	1.0	0.7	10	0.014786304876208306
478	Linear1_Dropout_RELU	(0.1,)	6000	10	1.0	0.7	100	0.014985544022172689
479	Linear1_Dropout_RELU	(0.1,)	6000	10	1.0	0.7	250	0.014985544022172689
480	Linear1_Dropout_RELU	(0.1,)	6000	20	0.5	0.3	10	0.01533326966315508
481	Linear1_Dropout_RELU	(0.1,)	6000	20	0.5	0.3	100	0.01533326592296362
482	Linear1_Dropout_RELU	(0.1,)	6000	20	0.5	0.3	250	0.01533326592296362
483	Linear1_Dropout_RELU	(0.1,)	6000	20	0.5	0.7	10	0.015039901040494442
484	Linear1_Dropout_RELU	(0.1,)	6000	20	0.5	0.7	100	0.015247774928808213
485	Linear1_Dropout_RELU	(0.1,)	6000	20	0.5	0.7	250	0.015247774928808213
486	Linear1_Dropout_RELU	(0.1,)	6000	20	1.0	0.3	10	0.016025876358151437
487	Linear1_Dropout_RELU	(0.1,)	6000	20	1.0	0.3	100	0.016025855019688607
488	Linear1_Dropout_RELU	(0.1,)	6000	20	1.0	0.3	250	0.016025855019688607
489	Linear1_Dropout_RELU	(0.1,)	6000	20	1.0	0.7	10	0.01571093011647463
490	Linear1_Dropout_RELU	(0.1,)	6000	20	1.0	0.7	100	0.015733208872377873
491	Linear1_Dropout_RELU	(0.1,)	6000	20	1.0	0.7	250	0.015733208872377873
492	Linear1_Dropout_RELU	(0.1,)	6000	50	0.5	0.3	10	0.01568678656220436
493	Linear1_Dropout_RELU	(0.1,)	6000	50	0.5	0.3	100	0.015686785459518432
494	Linear1_Dropout_RELU	(0.1,)	6000	50	0.5	0.3	250	0.015686785459518432
495	Linear1_Dropout_RELU	(0.1,)	6000	50	0.5	0.7	10	0.015547176599502563
496	Linear1_Dropout_RELU	(0.1,)	6000	50	0.5	0.7	100	0.015525355398654938
497	Linear1_Dropout_RELU	(0.1,)	6000	50	0.5	0.7	250	0.015525355398654938
498	Linear1_Dropout_RELU	(0.1,)	6000	50	1.0	0.3	10	0.014893453806638717
499	Linear1_Dropout_RELU	(0.1,)	6000	50	1.0	0.3	100	0.014893452852964402
500	Linear1_Dropout_RELU	(0.1,)	6000	50	1.0	0.3	250	0.014893452852964402
501	Linear1_Dropout_RELU	(0.1,)	6000	50	1.0	0.7	10	0.015512069314718246
502	Linear1_Dropout_RELU	(0.1,)	6000	50	1.0	0.7	100	0.015523130744695664
503	Linear1_Dropout_RELU	(0.1,)	6000	50	1.0	0.7	250	0.015523130744695664
504	Linear1_Dropout_RELU	(0.5,)	600	10	0.5	0.3	10	0.4555910849571228
505	Linear1_Dropout_RELU	(0.5,)	600	10	0.5	0.3	100	0.45559097051620484
506	Linear1_Dropout_RELU	(0.5,)	600	10	0.5	0.3	250	0.45559097051620484
507	Linear1_Dropout_RELU	(0.5,)	600	10	0.5	0.7	10	0.4017064893245697
508	Linear1_Dropout_RELU	(0.5,)	600	10	0.5	0.7	100	0.39978436470031736
509	Linear1_Dropout_RELU	(0.5,)	600	10	0.5	0.7	250	0.39978436470031736
510	Linear1_Dropout_RELU	(0.5,)	600	10	1.0	0.3	10	0.35903284430503846
511	Linear1_Dropout_RELU	(0.5,)	600	10	1.0	0.3	100	0.3590326297283173
512	Linear1_Dropout_RELU	(0.5,)	600	10	1.0	0.3	250	0.3590326297283173
513	Linear1_Dropout_RELU	(0.5,)	600	10	1.0	0.7	10	0.3574734956026077
514	Linear1_Dropout_RELU	(0.5,)	600	10	1.0	0.7	100	0.3574072289466858
515	Linear1_Dropout_RELU	(0.5,)	600	10	1.0	0.7	250	0.3574072289466858
516	Linear1_Dropout_RELU	(0.5,)	600	20	0.5	0.3	10	0.35746256113052366
517	Linear1_Dropout_RELU	(0.5,)	600	20	0.5	0.3	100	0.35746256589889525
518	Linear1_Dropout_RELU	(0.5,)	600	20	0.5	0.3	250	0.35746256589889525
519	Linear1_Dropout_RELU	(0.5,)	600	20	0.5	0.7	10	0.3587583255767822
520	Linear1_Dropout_RELU	(0.5,)	600	20	0.5	0.7	100	0.35887065172195437
521	Linear1_Dropout_RELU	(0.5,)	600	20	0.5	0.7	250	0.35887065172195437
522	Linear1_Dropout_RELU	(0.5,)	600	20	1.0	0.3	10	0.3609480476379395
523	Linear1_Dropout_RELU	(0.5,)	600	20	1.0	0.3	100	0.3609480404853821
524	Linear1_Dropout_RELU	(0.5,)	600	20	1.0	0.3	250	0.3609480404853821
525	Linear1_Dropout_RELU	(0.5,)	600	20	1.0	0.7	10	0.3617670226097107
526	Linear1_Dropout_RELU	(0.5,)	600	20	1.0	0.7	100	0.36171674966812134
527	Linear1_Dropout_RELU	(0.5,)	600	20	1.0	0.7	250	0.36171674966812134
528	Linear1_Dropout_RELU	(0.5,)	600	50	0.5	0.3	10	0.36238162994384765
529	Linear1_Dropout_RELU	(0.5,)	600	50	0.5	0.3	100	0.36238162994384765
530	Linear1_Dropout_RELU	(0.5,)	600	50	0.5	0.3	250	0.36238162994384765
531	Linear1_Dropout_RELU	(0.5,)	600	50	0.5	0.7	10	0.36122984886169435
532	Linear1_Dropout_RELU	(0.5,)	600	50	0.5	0.7	100	0.3612580490112305
533	Linear1_Dropout_RELU	(0.5,)	600	50	0.5	0.7	250	0.3612580490112305
534	Linear1_Dropout_RELU	(0.5,)	600	50	1.0	0.3	10	0.36246527671813966
535	Linear1_Dropout_RELU	(0.5,)	600	50	1.0	0.3	100	0.36246528625488283
536	Linear1_Dropout_RELU	(0.5,)	600	50	1.0	0.3	250	0.36246528625488283
537	Linear1_Dropout_RELU	(0.5,)	600	50	1.0	0.7	10	0.362498140335083
538	Linear1_Dropout_RELU	(0.5,)	600	50	1.0	0.7	100	0.3624609375
539	Linear1_Dropout_RELU	(0.5,)	600	50	1.0	0.7	250	0.3624609375
540	Linear1_Dropout_RELU	(0.5,)	6000	10	0.5	0.3	10	0.38122377336025237
541	Linear1_Dropout_RELU	(0.5,)	6000	10	0.5	0.3	100	0.38122374314069746
542	Linear1_Dropout_RELU	(0.5,)	6000	10	0.5	0.3	250	0.38122374314069746
543	Linear1_Dropout_RELU	(0.5,)	6000	10	0.5	0.7	10	0.38082121378183365
544	Linear1_Dropout_RELU	(0.5,)	6000	10	0.5	0.7	100	0.38102826857566835
545	Linear1_Dropout_RELU	(0.5,)	6000	10	0.5	0.7	250	0.38102826857566835
546	Linear1_Dropout_RELU	(0.5,)	6000	10	1.0	0.3	10	0.38140171575546267
547	Linear1_Dropout_RELU	(0.5,)	6000	10	1.0	0.3	100	0.3814016693234444
548	Linear1_Dropout_RELU	(0.5,)	6000	10	1.0	0.3	250	0.3814016693234444
549	Linear1_Dropout_RELU	(0.5,)	6000	10	1.0	0.7	10	0.381645663022995
550	Linear1_Dropout_RELU	(0.5,)	6000	10	1.0	0.7	100	0.3812742532491684
551	Linear1_Dropout_RELU	(0.5,)	6000	10	1.0	0.7	250	0.3812742532491684
552	Linear1_Dropout_RELU	(0.5,)	6000	20	0.5	0.3	10	0.3810285520553589
553	Linear1_Dropout_RELU	(0.5,)	6000	20	0.5	0.3	100	0.3810285592079163
554	Linear1_Dropout_RELU	(0.5,)	6000	20	0.5	0.3	250	0.3810285592079163
555	Linear1_Dropout_RELU	(0.5,)	6000	20	0.5	0.7	10	0.38157259607315064
556	Linear1_Dropout_RELU	(0.5,)	6000	20	0.5	0.7	100	0.3815272572040558
557	Linear1_Dropout_RELU	(0.5,)	6000	20	0.5	0.7	250	0.3815272572040558
558	Linear1_Dropout_RELU	(0.5,)	6000	20	1.0	0.3	10	0.38100438117980956
559	Linear1_Dropout_RELU	(0.5,)	6000	20	1.0	0.3	100	0.3810043888092041
560	Linear1_Dropout_RELU	(0.5,)	6000	20	1.0	0.3	250	0.3810043888092041
561	Linear1_Dropout_RELU	(0.5,)	6000	20	1.0	0.7	10	0.38102727675437925
562	Linear1_Dropout_RELU	(0.5,)	6000	20	1.0	0.7	100	0.38133493638038635
563	Linear1_Dropout_RELU	(0.5,)	6000	20	1.0	0.7	250	0.38133493638038635
564	Linear1_Dropout_RELU	(0.5,)	6000	50	0.5	0.3	10	0.3815022654533386
565	Linear1_Dropout_RELU	(0.5,)	6000	50	0.5	0.3	100	0.38150226163864137
566	Linear1_Dropout_RELU	(0.5,)	6000	50	0.5	0.3	250	0.38150226163864137
567	Linear1_Dropout_RELU	(0.5,)	6000	50	0.5	0.7	10	0.38120801734924314
568	Linear1_Dropout_RELU	(0.5,)	6000	50	0.5	0.7	100	0.38122777032852173
569	Linear1_Dropout_RELU	(0.5,)	6000	50	0.5	0.7	250	0.38122777032852173
570	Linear1_Dropout_RELU	(0.5,)	6000	50	1.0	0.3	10	0.3810727586746216
571	Linear1_Dropout_RELU	(0.5,)	6000	50	1.0	0.3	100	0.3810727577209473
572	Linear1_Dropout_RELU	(0.5,)	6000	50	1.0	0.3	250	0.3810727577209473
573	Linear1_Dropout_RELU	(0.5,)	6000	50	1.0	0.7	10	0.38108075189590457
574	Linear1_Dropout_RELU	(0.5,)	6000	50	1.0	0.7	100	0.38108139944076536
575	Linear1_Dropout_RELU	(0.5,)	6000	50	1.0	0.7	250	0.38108139944076536
576	Linear1_Dropout_RELU	(0.9,)	600	10	0.5	0.3	10	0.627370319366455
577	Linear1_Dropout_RELU	(0.9,)	600	10	0.5	0.3	100	0.627370319366455
578	Linear1_Dropout_RELU	(0.9,)	600	10	0.5	0.3	250	0.627370319366455
579	Linear1_Dropout_RELU	(0.9,)	600	10	0.5	0.7	10	0.6273648309707641
580	Linear1_Dropout_RELU	(0.9,)	600	10	0.5	0.7	100	0.6273648309707641
581	Linear1_Dropout_RELU	(0.9,)	600	10	0.5	0.7	250	0.6273648309707641
582	Linear1_Dropout_RELU	(0.9,)	600	10	1.0	0.3	10	0.6273648309707641
583	Linear1_Dropout_RELU	(0.9,)	600	10	1.0	0.3	100	0.6273648309707641
584	Linear1_Dropout_RELU	(0.9,)	600	10	1.0	0.3	250	0.6273648309707641
585	Linear1_Dropout_RELU	(0.9,)	600	10	1.0	0.7	10	0.6273648309707641
586	Linear1_Dropout_RELU	(0.9,)	600	10	1.0	0.7	100	0.6273648309707641
587	Linear1_Dropout_RELU	(0.9,)	600	10	1.0	0.7	250	0.6273648309707641
588	Linear1_Dropout_RELU	(0.9,)	600	20	0.5	0.3	10	0.6273648262023925
589	Linear1_Dropout_RELU	(0.9,)	600	20	0.5	0.3	100	0.6273648262023925
590	Linear1_Dropout_RELU	(0.9,)	600	20	0.5	0.3	250	0.6273648262023925
591	Linear1_Dropout_RELU	(0.9,)	600	20	0.5	0.7	10	0.6273648262023925
592	Linear1_Dropout_RELU	(0.9,)	600	20	0.5	0.7	100	0.6273648262023925
593	Linear1_Dropout_RELU	(0.9,)	600	20	0.5	0.7	250	0.6273648262023925
594	Linear1_Dropout_RELU	(0.9,)	600	20	1.0	0.3	10	0.6273648262023925
595	Linear1_Dropout_RELU	(0.9,)	600	20	1.0	0.3	100	0.6273648262023925
596	Linear1_Dropout_RELU	(0.9,)	600	20	1.0	0.3	250	0.6273648262023925
597	Linear1_Dropout_RELU	(0.9,)	600	20	1.0	0.7	10	0.6273648262023925
598	Linear1_Dropout_RELU	(0.9,)	600	20	1.0	0.7	100	0.6273648262023925
599	Linear1_Dropout_RELU	(0.9,)	600	20	1.0	0.7	250	0.6273648262023925
600	Linear1_Dropout_RELU	(0.9,)	600	50	0.5	0.3	10	0.6273648262023925
601	Linear1_Dropout_RELU	(0.9,)	600	50	0.5	0.3	100	0.6273648262023925
602	Linear1_Dropout_RELU	(0.9,)	600	50	0.5	0.3	250	0.6273648262023925
603	Linear1_Dropout_RELU	(0.9,)	600	50	0.5	0.7	10	0.6273648262023925
604	Linear1_Dropout_RELU	(0.9,)	600	50	0.5	0.7	100	0.6273648262023925
605	Linear1_Dropout_RELU	(0.9,)	600	50	0.5	0.7	250	0.6273648262023925
606	Linear1_Dropout_RELU	(0.9,)	600	50	1.0	0.3	10	0.6273648262023925
607	Linear1_Dropout_RELU	(0.9,)	600	50	1.0	0.3	100	0.6273648262023925
608	Linear1_Dropout_RELU	(0.9,)	600	50	1.0	0.3	250	0.6273648262023925
609	Linear1_Dropout_RELU	(0.9,)	600	50	1.0	0.7	10	0.6273648262023925
610	Linear1_Dropout_RELU	(0.9,)	600	50	1.0	0.7	100	0.6273648262023925
611	Linear1_Dropout_RELU	(0.9,)	600	50	1.0	0.7	250	0.6273648262023925
612	Linear1_Dropout_RELU	(0.9,)	6000	10	0.5	0.3	10	0.6535135841369629
613	Linear1_Dropout_RELU	(0.9,)	6000	10	0.5	0.3	100	0.6535135841369629
614	Linear1_Dropout_RELU	(0.9,)	6000	10	0.5	0.3	250	0.6535135841369629
615	Linear1_Dropout_RELU	(0.9,)	6000	10	0.5	0.7	10	0.6153100004196167
616	Linear1_Dropout_RELU	(0.9,)	6000	10	0.5	0.7	100	0.6086599107980728
617	Linear1_Dropout_RELU	(0.9,)	6000	10	0.5	0.7	250	0.6086599107980728
618	Linear1_Dropout_RELU	(0.9,)	6000	10	1.0	0.3	10	0.6274675188064576
619	Linear1_Dropout_RELU	(0.9,)	6000	10	1.0	0.3	100	0.6274675822257996
620	Linear1_Dropout_RELU	(0.9,)	6000	10	1.0	0.3	250	0.6274675822257996
621	Linear1_Dropout_RELU	(0.9,)	6000	10	1.0	0.7	10	0.6493867422342301
622	Linear1_Dropout_RELU	(0.9,)	6000	10	1.0	0.7	100	0.6498253481388092
623	Linear1_Dropout_RELU	(0.9,)	6000	10	1.0	0.7	250	0.6498253481388092
624	Linear1_Dropout_RELU	(0.9,)	6000	20	0.5	0.3	10	0.651836076259613
625	Linear1_Dropout_RELU	(0.9,)	6000	20	0.5	0.3	100	0.6518360719680786
626	Linear1_Dropout_RELU	(0.9,)	6000	20	0.5	0.3	250	0.6518360719680786
627	Linear1_Dropout_RELU	(0.9,)	6000	20	0.5	0.7	10	0.6546551585197449
628	Linear1_Dropout_RELU	(0.9,)	6000	20	0.5	0.7	100	0.6547378644943237
629	Linear1_Dropout_RELU	(0.9,)	6000	20	0.5	0.7	250	0.6547378644943237
630	Linear1_Dropout_RELU	(0.9,)	6000	20	1.0	0.3	10	0.6571196866035461
631	Linear1_Dropout_RELU	(0.9,)	6000	20	1.0	0.3	100	0.6571196827888489
632	Linear1_Dropout_RELU	(0.9,)	6000	20	1.0	0.3	250	0.6571196827888489
633	Linear1_Dropout_RELU	(0.9,)	6000	20	1.0	0.7	10	0.6603948001861573
634	Linear1_Dropout_RELU	(0.9,)	6000	20	1.0	0.7	100	0.6604096336364746
635	Linear1_Dropout_RELU	(0.9,)	6000	20	1.0	0.7	250	0.6604096336364746
636	Linear1_Dropout_RELU	(0.9,)	6000	50	0.5	0.3	10	0.6605936670303345
637	Linear1_Dropout_RELU	(0.9,)	6000	50	0.5	0.3	100	0.6605936689376831
638	Linear1_Dropout_RELU	(0.9,)	6000	50	0.5	0.3	250	0.6605936689376831
639	Linear1_Dropout_RELU	(0.9,)	6000	50	0.5	0.7	10	0.6609809741973877
640	Linear1_Dropout_RELU	(0.9,)	6000	50	0.5	0.7	100	0.6610047264099121
641	Linear1_Dropout_RELU	(0.9,)	6000	50	0.5	0.7	250	0.6610047264099121
642	Linear1_Dropout_RELU	(0.9,)	6000	50	1.0	0.3	10	0.6614335880279542
643	Linear1_Dropout_RELU	(0.9,)	6000	50	1.0	0.3	100	0.6614335927963256
644	Linear1_Dropout_RELU	(0.9,)	6000	50	1.0	0.3	250	0.6614335927963256
645	Linear1_Dropout_RELU	(0.9,)	6000	50	1.0	0.7	10	0.6619295768737793
646	Linear1_Dropout_RELU	(0.9,)	6000	50	1.0	0.7	100	0.6619312658309936
647	Linear1_Dropout_RELU	(0.9,)	6000	50	1.0	0.7	250	0.6619312658309936
648	Linear1_Dropout_Sigmoid	(0.1,)	600	10	0.5	0.3	10	0.18844868004322052
649	Linear1_Dropout_Sigmoid	(0.1,)	600	10	0.5	0.3	100	0.18844862580299376
650	Linear1_Dropout_Sigmoid	(0.1,)	600	10	0.5	0.3	250	0.18844862580299376
651	Linear1_Dropout_Sigmoid	(0.1,)	600	10	0.5	0.7	10	0.15723289370536805
652	Linear1_Dropout_Sigmoid	(0.1,)	600	10	0.5	0.7	100	0.1565169334411621
653	Linear1_Dropout_Sigmoid	(0.1,)	600	10	0.5	0.7	250	0.1565169334411621
