	model	mparms	trsamples	bsize	lr	gamma	maxepochs	avgtestloss
654	Linear1_Dropout_Sigmoid	(0.1,)	600	10	1.0	0.3	10	0.136307892203331
655	Linear1_Dropout_Sigmoid	(0.1,)	600	10	1.0	0.3	100	0.13630783170461655
656	Linear1_Dropout_Sigmoid	(0.1,)	600	10	1.0	0.3	250	0.13630783170461655
657	Linear1_Dropout_Sigmoid	(0.1,)	600	10	1.0	0.7	10	0.10031078428030014
658	Linear1_Dropout_Sigmoid	(0.1,)	600	10	1.0	0.7	100	0.09944840550422668
659	Linear1_Dropout_Sigmoid	(0.1,)	600	10	1.0	0.7	250	0.09944840550422668
660	Linear1_Dropout_Sigmoid	(0.1,)	600	20	0.5	0.3	10	0.0955913770198822
661	Linear1_Dropout_Sigmoid	(0.1,)	600	20	0.5	0.3	100	0.09559137523174285
662	Linear1_Dropout_Sigmoid	(0.1,)	600	20	0.5	0.3	250	0.09559137523174285
663	Linear1_Dropout_Sigmoid	(0.1,)	600	20	0.5	0.7	10	0.08730148315429688
664	Linear1_Dropout_Sigmoid	(0.1,)	600	20	0.5	0.7	100	0.0870622992515564
665	Linear1_Dropout_Sigmoid	(0.1,)	600	20	0.5	0.7	250	0.0870622992515564
666	Linear1_Dropout_Sigmoid	(0.1,)	600	20	1.0	0.3	10	0.08064639449119568
667	Linear1_Dropout_Sigmoid	(0.1,)	600	20	1.0	0.3	100	0.08064638972282409
668	Linear1_Dropout_Sigmoid	(0.1,)	600	20	1.0	0.3	250	0.08064638972282409
669	Linear1_Dropout_Sigmoid	(0.1,)	600	20	1.0	0.7	10	0.067730011343956
670	Linear1_Dropout_Sigmoid	(0.1,)	600	20	1.0	0.7	100	0.06737695991992951
671	Linear1_Dropout_Sigmoid	(0.1,)	600	20	1.0	0.7	250	0.06737695991992951
672	Linear1_Dropout_Sigmoid	(0.1,)	600	50	0.5	0.3	10	0.06602396130561829
673	Linear1_Dropout_Sigmoid	(0.1,)	600	50	0.5	0.3	100	0.0660239565372467
674	Linear1_Dropout_Sigmoid	(0.1,)	600	50	0.5	0.3	250	0.0660239565372467
675	Linear1_Dropout_Sigmoid	(0.1,)	600	50	0.5	0.7	10	0.06305922627449036
676	Linear1_Dropout_Sigmoid	(0.1,)	600	50	0.5	0.7	100	0.0629664707183838
677	Linear1_Dropout_Sigmoid	(0.1,)	600	50	0.5	0.7	250	0.0629664707183838
678	Linear1_Dropout_Sigmoid	(0.1,)	600	50	1.0	0.3	10	0.06050287365913391
679	Linear1_Dropout_Sigmoid	(0.1,)	600	50	1.0	0.3	100	0.06050287365913391
680	Linear1_Dropout_Sigmoid	(0.1,)	600	50	1.0	0.3	250	0.06050287365913391
681	Linear1_Dropout_Sigmoid	(0.1,)	600	50	1.0	0.7	10	0.0552264404296875
682	Linear1_Dropout_Sigmoid	(0.1,)	600	50	1.0	0.7	100	0.0550776994228363
683	Linear1_Dropout_Sigmoid	(0.1,)	600	50	1.0	0.7	250	0.0550776994228363
684	Linear1_Dropout_Sigmoid	(0.1,)	6000	10	0.5	0.3	10	0.03185052361339331
685	Linear1_Dropout_Sigmoid	(0.1,)	6000	10	0.5	0.3	100	0.03185052324831486
686	Linear1_Dropout_Sigmoid	(0.1,)	6000	10	0.5	0.3	250	0.03185052324831486
687	Linear1_Dropout_Sigmoid	(0.1,)	6000	10	0.5	0.7	10	0.016239361371845007
688	Linear1_Dropout_Sigmoid	(0.1,)	6000	10	0.5	0.7	100	0.016072395492345095
689	Linear1_Dropout_Sigmoid	(0.1,)	6000	10	0.5	0.7	250	0.016072395492345095
690	Linear1_Dropout_Sigmoid	(0.1,)	6000	10	1.0	0.3	10	0.012986337300390005
691	Linear1_Dropout_Sigmoid	(0.1,)	6000	10	1.0	0.3	100	0.012986333798617125
692	Linear1_Dropout_Sigmoid	(0.1,)	6000	10	1.0	0.3	250	0.012986333798617125
693	Linear1_Dropout_Sigmoid	(0.1,)	6000	10	1.0	0.7	10	0.01134617616608739
694	Linear1_Dropout_Sigmoid	(0.1,)	6000	10	1.0	0.7	100	0.011370058853179217
695	Linear1_Dropout_Sigmoid	(0.1,)	6000	10	1.0	0.7	250	0.011370058853179217
696	Linear1_Dropout_Sigmoid	(0.1,)	6000	20	0.5	0.3	10	0.01142869058996439
697	Linear1_Dropout_Sigmoid	(0.1,)	6000	20	0.5	0.3	100	0.011428689822554587
698	Linear1_Dropout_Sigmoid	(0.1,)	6000	20	0.5	0.3	250	0.011428689822554587
699	Linear1_Dropout_Sigmoid	(0.1,)	6000	20	0.5	0.7	10	0.011511158682405948
700	Linear1_Dropout_Sigmoid	(0.1,)	6000	20	0.5	0.7	100	0.011519490867853165
701	Linear1_Dropout_Sigmoid	(0.1,)	6000	20	0.5	0.7	250	0.011519490867853165
702	Linear1_Dropout_Sigmoid	(0.1,)	6000	20	1.0	0.3	10	0.011578238278627395
703	Linear1_Dropout_Sigmoid	(0.1,)	6000	20	1.0	0.3	100	0.01157824044674635
704	Linear1_Dropout_Sigmoid	(0.1,)	6000	20	1.0	0.3	250	0.01157824044674635
705	Linear1_Dropout_Sigmoid	(0.1,)	6000	20	1.0	0.7	10	0.011517471797764302
706	Linear1_Dropout_Sigmoid	(0.1,)	6000	20	1.0	0.7	100	0.011509392872452735
707	Linear1_Dropout_Sigmoid	(0.1,)	6000	20	1.0	0.7	250	0.011509392872452735
708	Linear1_Dropout_Sigmoid	(0.1,)	6000	50	0.5	0.3	10	0.011449048101902008
709	Linear1_Dropout_Sigmoid	(0.1,)	6000	50	0.5	0.3	100	0.011449047595262527
710	Linear1_Dropout_Sigmoid	(0.1,)	6000	50	0.5	0.3	250	0.011449047595262527
711	Linear1_Dropout_Sigmoid	(0.1,)	6000	50	0.5	0.7	10	0.011466736242175103
712	Linear1_Dropout_Sigmoid	(0.1,)	6000	50	0.5	0.7	100	0.011459374114871025
713	Linear1_Dropout_Sigmoid	(0.1,)	6000	50	0.5	0.7	250	0.011459374114871025
714	Linear1_Dropout_Sigmoid	(0.1,)	6000	50	1.0	0.3	10	0.011474528357386589
715	Linear1_Dropout_Sigmoid	(0.1,)	6000	50	1.0	0.3	100	0.011474528267979622
716	Linear1_Dropout_Sigmoid	(0.1,)	6000	50	1.0	0.3	250	0.011474528267979622
717	Linear1_Dropout_Sigmoid	(0.1,)	6000	50	1.0	0.7	10	0.011408805534243584
718	Linear1_Dropout_Sigmoid	(0.1,)	6000	50	1.0	0.7	100	0.01140149174630642
719	Linear1_Dropout_Sigmoid	(0.1,)	6000	50	1.0	0.7	250	0.01140149174630642
720	Linear1_Dropout_Sigmoid	(0.5,)	600	10	0.5	0.3	10	0.1833721923828125
721	Linear1_Dropout_Sigmoid	(0.5,)	600	10	0.5	0.3	100	0.18337213277816772
722	Linear1_Dropout_Sigmoid	(0.5,)	600	10	0.5	0.3	250	0.18337213277816772
723	Linear1_Dropout_Sigmoid	(0.5,)	600	10	0.5	0.7	10	0.15792548894882202
724	Linear1_Dropout_Sigmoid	(0.5,)	600	10	0.5	0.7	100	0.15744414389133454
725	Linear1_Dropout_Sigmoid	(0.5,)	600	10	0.5	0.7	250	0.15744414389133454
726	Linear1_Dropout_Sigmoid	(0.5,)	600	10	1.0	0.3	10	0.14474914371967315
727	Linear1_Dropout_Sigmoid	(0.5,)	600	10	1.0	0.3	100	0.1447491055727005
728	Linear1_Dropout_Sigmoid	(0.5,)	600	10	1.0	0.3	250	0.1447491055727005
729	Linear1_Dropout_Sigmoid	(0.5,)	600	10	1.0	0.7	10	0.12642961144447326
730	Linear1_Dropout_Sigmoid	(0.5,)	600	10	1.0	0.7	100	0.1260635343194008
731	Linear1_Dropout_Sigmoid	(0.5,)	600	10	1.0	0.7	250	0.1260635343194008
732	Linear1_Dropout_Sigmoid	(0.5,)	600	20	0.5	0.3	10	0.12416622042655945
733	Linear1_Dropout_Sigmoid	(0.5,)	600	20	0.5	0.3	100	0.12416622281074524
734	Linear1_Dropout_Sigmoid	(0.5,)	600	20	0.5	0.3	250	0.12416622281074524
735	Linear1_Dropout_Sigmoid	(0.5,)	600	20	0.5	0.7	10	0.12074993968009949
736	Linear1_Dropout_Sigmoid	(0.5,)	600	20	0.5	0.7	100	0.12066600382328034
737	Linear1_Dropout_Sigmoid	(0.5,)	600	20	0.5	0.7	250	0.12066600382328034
738	Linear1_Dropout_Sigmoid	(0.5,)	600	20	1.0	0.3	10	0.11808321952819824
739	Linear1_Dropout_Sigmoid	(0.5,)	600	20	1.0	0.3	100	0.11808321416378022
740	Linear1_Dropout_Sigmoid	(0.5,)	600	20	1.0	0.3	250	0.11808321416378022
741	Linear1_Dropout_Sigmoid	(0.5,)	600	20	1.0	0.7	10	0.11444812178611756
742	Linear1_Dropout_Sigmoid	(0.5,)	600	20	1.0	0.7	100	0.11439437210559845
743	Linear1_Dropout_Sigmoid	(0.5,)	600	20	1.0	0.7	250	0.11439437210559845
744	Linear1_Dropout_Sigmoid	(0.5,)	600	50	0.5	0.3	10	0.11409857273101806
745	Linear1_Dropout_Sigmoid	(0.5,)	600	50	0.5	0.3	100	0.11409857511520385
746	Linear1_Dropout_Sigmoid	(0.5,)	600	50	0.5	0.3	250	0.11409857511520385
747	Linear1_Dropout_Sigmoid	(0.5,)	600	50	0.5	0.7	10	0.11349744319915772
748	Linear1_Dropout_Sigmoid	(0.5,)	600	50	0.5	0.7	100	0.11347582578659057
749	Linear1_Dropout_Sigmoid	(0.5,)	600	50	0.5	0.7	250	0.11347582578659057
750	Linear1_Dropout_Sigmoid	(0.5,)	600	50	1.0	0.3	10	0.11297749280929566
751	Linear1_Dropout_Sigmoid	(0.5,)	600	50	1.0	0.3	100	0.11297748565673828
752	Linear1_Dropout_Sigmoid	(0.5,)	600	50	1.0	0.3	250	0.11297748565673828
753	Linear1_Dropout_Sigmoid	(0.5,)	600	50	1.0	0.7	10	0.11179498672485351
754	Linear1_Dropout_Sigmoid	(0.5,)	600	50	1.0	0.7	100	0.11177216053009033
755	Linear1_Dropout_Sigmoid	(0.5,)	600	50	1.0	0.7	250	0.11177216053009033
756	Linear1_Dropout_Sigmoid	(0.5,)	6000	10	0.5	0.3	10	0.10845966371893882
757	Linear1_Dropout_Sigmoid	(0.5,)	6000	10	0.5	0.3	100	0.10845966359972954
758	Linear1_Dropout_Sigmoid	(0.5,)	6000	10	0.5	0.3	250	0.10845966359972954
759	Linear1_Dropout_Sigmoid	(0.5,)	6000	10	0.5	0.7	10	0.10744447314739228
760	Linear1_Dropout_Sigmoid	(0.5,)	6000	10	0.5	0.7	100	0.10744851288199425
761	Linear1_Dropout_Sigmoid	(0.5,)	6000	10	0.5	0.7	250	0.10744851288199425
762	Linear1_Dropout_Sigmoid	(0.5,)	6000	10	1.0	0.3	10	0.10678811648488044
763	Linear1_Dropout_Sigmoid	(0.5,)	6000	10	1.0	0.3	100	0.10678808704018593
764	Linear1_Dropout_Sigmoid	(0.5,)	6000	10	1.0	0.3	250	0.10678808704018593
765	Linear1_Dropout_Sigmoid	(0.5,)	6000	10	1.0	0.7	10	0.10699307975172996
766	Linear1_Dropout_Sigmoid	(0.5,)	6000	10	1.0	0.7	100	0.10696789357066154
767	Linear1_Dropout_Sigmoid	(0.5,)	6000	10	1.0	0.7	250	0.10696789357066154
768	Linear1_Dropout_Sigmoid	(0.5,)	6000	20	0.5	0.3	10	0.10680249482393264
769	Linear1_Dropout_Sigmoid	(0.5,)	6000	20	0.5	0.3	100	0.10680249494314194
770	Linear1_Dropout_Sigmoid	(0.5,)	6000	20	0.5	0.3	250	0.10680249494314194
771	Linear1_Dropout_Sigmoid	(0.5,)	6000	20	0.5	0.7	10	0.10710523283481597
772	Linear1_Dropout_Sigmoid	(0.5,)	6000	20	0.5	0.7	100	0.10704779720306397
773	Linear1_Dropout_Sigmoid	(0.5,)	6000	20	0.5	0.7	250	0.10704779720306397
774	Linear1_Dropout_Sigmoid	(0.5,)	6000	20	1.0	0.3	10	0.10726381289958954
775	Linear1_Dropout_Sigmoid	(0.5,)	6000	20	1.0	0.3	100	0.10726380622386933
776	Linear1_Dropout_Sigmoid	(0.5,)	6000	20	1.0	0.3	250	0.10726380622386933
777	Linear1_Dropout_Sigmoid	(0.5,)	6000	20	1.0	0.7	10	0.10680549955368042
778	Linear1_Dropout_Sigmoid	(0.5,)	6000	20	1.0	0.7	100	0.10691956806182862
779	Linear1_Dropout_Sigmoid	(0.5,)	6000	20	1.0	0.7	250	0.10691956806182862
780	Linear1_Dropout_Sigmoid	(0.5,)	6000	50	0.5	0.3	10	0.10713658952713012
781	Linear1_Dropout_Sigmoid	(0.5,)	6000	50	0.5	0.3	100	0.10713658976554871
782	Linear1_Dropout_Sigmoid	(0.5,)	6000	50	0.5	0.3	250	0.10713658976554871
783	Linear1_Dropout_Sigmoid	(0.5,)	6000	50	0.5	0.7	10	0.10711508703231812
784	Linear1_Dropout_Sigmoid	(0.5,)	6000	50	0.5	0.7	100	0.1071072473526001
785	Linear1_Dropout_Sigmoid	(0.5,)	6000	50	0.5	0.7	250	0.1071072473526001
786	Linear1_Dropout_Sigmoid	(0.5,)	6000	50	1.0	0.3	10	0.10701652073860168
787	Linear1_Dropout_Sigmoid	(0.5,)	6000	50	1.0	0.3	100	0.10701652050018311
788	Linear1_Dropout_Sigmoid	(0.5,)	6000	50	1.0	0.3	250	0.10701652050018311
789	Linear1_Dropout_Sigmoid	(0.5,)	6000	50	1.0	0.7	10	0.10708154273033142
790	Linear1_Dropout_Sigmoid	(0.5,)	6000	50	1.0	0.7	100	0.10709694075584411
791	Linear1_Dropout_Sigmoid	(0.5,)	6000	50	1.0	0.7	250	0.10709694075584411
792	Linear1_Dropout_Sigmoid	(0.9,)	600	10	0.5	0.3	10	0.20226944386959075
793	Linear1_Dropout_Sigmoid	(0.9,)	600	10	0.5	0.3	100	0.20226945281028746
794	Linear1_Dropout_Sigmoid	(0.9,)	600	10	0.5	0.3	250	0.20226945281028746
795	Linear1_Dropout_Sigmoid	(0.9,)	600	10	0.5	0.7	10	0.1831016194820404
796	Linear1_Dropout_Sigmoid	(0.9,)	600	10	0.5	0.7	100	0.18275903820991515
797	Linear1_Dropout_Sigmoid	(0.9,)	600	10	0.5	0.7	250	0.18275903820991515
798	Linear1_Dropout_Sigmoid	(0.9,)	600	10	1.0	0.3	10	0.17314509451389312
799	Linear1_Dropout_Sigmoid	(0.9,)	600	10	1.0	0.3	100	0.17314506232738494
800	Linear1_Dropout_Sigmoid	(0.9,)	600	10	1.0	0.3	250	0.17314506232738494
801	Linear1_Dropout_Sigmoid	(0.9,)	600	10	1.0	0.7	10	0.1643756079673767
802	Linear1_Dropout_Sigmoid	(0.9,)	600	10	1.0	0.7	100	0.16423956036567688
803	Linear1_Dropout_Sigmoid	(0.9,)	600	10	1.0	0.7	250	0.16423956036567688
804	Linear1_Dropout_Sigmoid	(0.9,)	600	20	0.5	0.3	10	0.16361178874969481
805	Linear1_Dropout_Sigmoid	(0.9,)	600	20	0.5	0.3	100	0.16361178517341612
806	Linear1_Dropout_Sigmoid	(0.9,)	600	20	0.5	0.3	250	0.16361178517341612
807	Linear1_Dropout_Sigmoid	(0.9,)	600	20	0.5	0.7	10	0.162042293548584
808	Linear1_Dropout_Sigmoid	(0.9,)	600	20	0.5	0.7	100	0.16203985929489137
809	Linear1_Dropout_Sigmoid	(0.9,)	600	20	0.5	0.7	250	0.16203985929489137
810	Linear1_Dropout_Sigmoid	(0.9,)	600	20	1.0	0.3	10	0.16144900202751158
811	Linear1_Dropout_Sigmoid	(0.9,)	600	20	1.0	0.3	100	0.16144899487495423
812	Linear1_Dropout_Sigmoid	(0.9,)	600	20	1.0	0.3	250	0.16144899487495423
813	Linear1_Dropout_Sigmoid	(0.9,)	600	20	1.0	0.7	10	0.1608957004547119
814	Linear1_Dropout_Sigmoid	(0.9,)	600	20	1.0	0.7	100	0.16089379906654358
815	Linear1_Dropout_Sigmoid	(0.9,)	600	20	1.0	0.7	250	0.16089379906654358
816	Linear1_Dropout_Sigmoid	(0.9,)	600	50	0.5	0.3	10	0.16065391778945923
817	Linear1_Dropout_Sigmoid	(0.9,)	600	50	0.5	0.3	100	0.16065391778945923
818	Linear1_Dropout_Sigmoid	(0.9,)	600	50	0.5	0.3	250	0.16065391778945923
819	Linear1_Dropout_Sigmoid	(0.9,)	600	50	0.5	0.7	10	0.16079238176345825
820	Linear1_Dropout_Sigmoid	(0.9,)	600	50	0.5	0.7	100	0.1608015775680542
821	Linear1_Dropout_Sigmoid	(0.9,)	600	50	0.5	0.7	250	0.1608015775680542
822	Linear1_Dropout_Sigmoid	(0.9,)	600	50	1.0	0.3	10	0.16099488258361816
823	Linear1_Dropout_Sigmoid	(0.9,)	600	50	1.0	0.3	100	0.16099488496780395
824	Linear1_Dropout_Sigmoid	(0.9,)	600	50	1.0	0.3	250	0.16099488496780395
825	Linear1_Dropout_Sigmoid	(0.9,)	600	50	1.0	0.7	10	0.16101523160934447
826	Linear1_Dropout_Sigmoid	(0.9,)	600	50	1.0	0.7	100	0.16101741790771484
827	Linear1_Dropout_Sigmoid	(0.9,)	600	50	1.0	0.7	250	0.16101741790771484
828	Linear1_Dropout_Sigmoid	(0.9,)	6000	10	0.5	0.3	10	0.15754285112023353
829	Linear1_Dropout_Sigmoid	(0.9,)	6000	10	0.5	0.3	100	0.15754284688830375
830	Linear1_Dropout_Sigmoid	(0.9,)	6000	10	0.5	0.3	250	0.15754284688830375
831	Linear1_Dropout_Sigmoid	(0.9,)	6000	10	0.5	0.7	10	0.15739642855525016
832	Linear1_Dropout_Sigmoid	(0.9,)	6000	10	0.5	0.7	100	0.15751326447725297
833	Linear1_Dropout_Sigmoid	(0.9,)	6000	10	0.5	0.7	250	0.15751326447725297
834	Linear1_Dropout_Sigmoid	(0.9,)	6000	10	1.0	0.3	10	0.1574109263420105
835	Linear1_Dropout_Sigmoid	(0.9,)	6000	10	1.0	0.3	100	0.15741095215082168
836	Linear1_Dropout_Sigmoid	(0.9,)	6000	10	1.0	0.3	250	0.15741095215082168
837	Linear1_Dropout_Sigmoid	(0.9,)	6000	10	1.0	0.7	10	0.1575231218636036
838	Linear1_Dropout_Sigmoid	(0.9,)	6000	10	1.0	0.7	100	0.15764450833201407
839	Linear1_Dropout_Sigmoid	(0.9,)	6000	10	1.0	0.7	250	0.15764450833201407
840	Linear1_Dropout_Sigmoid	(0.9,)	6000	20	0.5	0.3	10	0.1575278285741806
841	Linear1_Dropout_Sigmoid	(0.9,)	6000	20	0.5	0.3	100	0.15752782547473906
842	Linear1_Dropout_Sigmoid	(0.9,)	6000	20	0.5	0.3	250	0.15752782547473906
843	Linear1_Dropout_Sigmoid	(0.9,)	6000	20	0.5	0.7	10	0.15753271555900575
844	Linear1_Dropout_Sigmoid	(0.9,)	6000	20	0.5	0.7	100	0.15744480109214784
845	Linear1_Dropout_Sigmoid	(0.9,)	6000	20	0.5	0.7	250	0.15744480109214784
846	Linear1_Dropout_Sigmoid	(0.9,)	6000	20	1.0	0.3	10	0.15747784221172334
847	Linear1_Dropout_Sigmoid	(0.9,)	6000	20	1.0	0.3	100	0.15747783076763153
848	Linear1_Dropout_Sigmoid	(0.9,)	6000	20	1.0	0.3	250	0.15747783076763153
849	Linear1_Dropout_Sigmoid	(0.9,)	6000	20	1.0	0.7	10	0.1573982959985733
850	Linear1_Dropout_Sigmoid	(0.9,)	6000	20	1.0	0.7	100	0.15742203044891356
851	Linear1_Dropout_Sigmoid	(0.9,)	6000	20	1.0	0.7	250	0.15742203044891356
852	Linear1_Dropout_Sigmoid	(0.9,)	6000	50	0.5	0.3	10	0.15731661915779113
853	Linear1_Dropout_Sigmoid	(0.9,)	6000	50	0.5	0.3	100	0.15731662034988403
854	Linear1_Dropout_Sigmoid	(0.9,)	6000	50	0.5	0.3	250	0.15731662034988403
855	Linear1_Dropout_Sigmoid	(0.9,)	6000	50	0.5	0.7	10	0.1575795087814331
856	Linear1_Dropout_Sigmoid	(0.9,)	6000	50	0.5	0.7	100	0.15751304364204408
857	Linear1_Dropout_Sigmoid	(0.9,)	6000	50	0.5	0.7	250	0.15751304364204408
858	Linear1_Dropout_Sigmoid	(0.9,)	6000	50	1.0	0.3	10	0.15745837306976318
859	Linear1_Dropout_Sigmoid	(0.9,)	6000	50	1.0	0.3	100	0.15745836305618285
860	Linear1_Dropout_Sigmoid	(0.9,)	6000	50	1.0	0.3	250	0.15745836305618285
861	Linear1_Dropout_Sigmoid	(0.9,)	6000	50	1.0	0.7	10	0.1572043671607971
862	Linear1_Dropout_Sigmoid	(0.9,)	6000	50	1.0	0.7	100	0.15723397397994995
863	Linear1_Dropout_Sigmoid	(0.9,)	6000	50	1.0	0.7	250	0.15723397397994995
864	Linear2	(5,)	600	10	0.5	0.3	10	0.19691590070724488
865	Linear2	(5,)	600	10	0.5	0.3	100	0.19691230356693268
866	Linear2	(5,)	600	10	0.5	0.3	250	0.19691230356693268
867	Linear2	(5,)	600	10	0.5	0.7	10	0.0062566246092319484
868	Linear2	(5,)	600	10	0.5	0.7	100	0.005122960321605205
869	Linear2	(5,)	600	10	0.5	0.7	250	0.005122960321605205
870	Linear2	(5,)	600	10	1.0	0.3	10	2.989635104313493e-06
871	Linear2	(5,)	600	10	1.0	0.3	100	2.989608938150923e-06
872	Linear2	(5,)	600	10	1.0	0.3	250	2.989608938150923e-06
873	Linear2	(5,)	600	10	1.0	0.7	10	4.189800633172536e-14
874	Linear2	(5,)	600	10	1.0	0.7	100	4.000546638752156e-14
875	Linear2	(5,)	600	10	1.0	0.7	250	4.000546638752156e-14
876	Linear2	(5,)	600	20	0.5	0.3	10	9.243051202895148e-15
877	Linear2	(5,)	600	20	0.5	0.3	100	9.243051202895148e-15
878	Linear2	(5,)	600	20	0.5	0.3	250	9.243051202895148e-15
879	Linear2	(5,)	600	20	0.5	0.7	10	4.330012097573249e-15
880	Linear2	(5,)	600	20	0.5	0.7	100	4.295705772431463e-15
881	Linear2	(5,)	600	20	0.5	0.7	250	4.295705772431463e-15
882	Linear2	(5,)	600	20	1.0	0.3	10	1.7589617414159876e-07
883	Linear2	(5,)	600	20	1.0	0.3	100	1.758923485795094e-07
884	Linear2	(5,)	600	20	1.0	0.3	250	1.758923485795094e-07
885	Linear2	(5,)	600	20	1.0	0.7	10	1.0064170385959415e-10
886	Linear2	(5,)	600	20	1.0	0.7	100	7.032851107036109e-11
887	Linear2	(5,)	600	20	1.0	0.7	250	7.032851107036109e-11
888	Linear2	(5,)	600	50	0.5	0.3	10	1.8037231430678702e-11
889	Linear2	(5,)	600	50	0.5	0.3	100	1.8037231430678702e-11
890	Linear2	(5,)	600	50	0.5	0.3	250	1.8037231430678702e-11
891	Linear2	(5,)	600	50	0.5	0.7	10	1.1014470759074246e-12
892	Linear2	(5,)	600	50	0.5	0.7	100	1.0814609277542964e-12
893	Linear2	(5,)	600	50	0.5	0.7	250	1.0814609277542964e-12
894	Linear2	(5,)	600	50	1.0	0.3	10	1.0987722909305831e-09
895	Linear2	(5,)	600	50	1.0	0.3	100	1.0987722909305831e-09
896	Linear2	(5,)	600	50	1.0	0.3	250	1.0987722909305831e-09
897	Linear2	(5,)	600	50	1.0	0.7	10	7.295367154824816e-10
898	Linear2	(5,)	600	50	1.0	0.7	100	6.139855646125625e-10
899	Linear2	(5,)	600	50	1.0	0.7	250	6.139855646125625e-10
900	Linear2	(5,)	6000	10	0.5	0.3	10	1.5344499043616525e-15
901	Linear2	(5,)	6000	10	0.5	0.3	100	1.5344499043616525e-15
902	Linear2	(5,)	6000	10	0.5	0.3	250	1.5344499043616525e-15
903	Linear2	(5,)	6000	10	0.5	0.7	10	1.4734229834216083e-15
904	Linear2	(5,)	6000	10	0.5	0.7	100	1.4723360707436916e-15
905	Linear2	(5,)	6000	10	0.5	0.7	250	1.4723360707436916e-15
906	Linear2	(5,)	6000	10	1.0	0.3	10	3.8299568408357376e-15
907	Linear2	(5,)	6000	10	1.0	0.3	100	3.8299568408357376e-15
908	Linear2	(5,)	6000	10	1.0	0.3	250	3.8299568408357376e-15
909	Linear2	(5,)	6000	10	1.0	0.7	10	1.79835124588623e-15
910	Linear2	(5,)	6000	10	1.0	0.7	100	1.9150347099923786e-15
911	Linear2	(5,)	6000	10	1.0	0.7	250	1.9150347099923786e-15
912	Linear2	(5,)	6000	20	0.5	0.3	10	1.804551147589371e-15
913	Linear2	(5,)	6000	20	0.5	0.3	100	1.804551147589371e-15
914	Linear2	(5,)	6000	20	0.5	0.3	250	1.804551147589371e-15
915	Linear2	(5,)	6000	20	0.5	0.7	10	2.1056155781365004e-15
916	Linear2	(5,)	6000	20	0.5	0.7	100	2.1056155781365004e-15
917	Linear2	(5,)	6000	20	0.5	0.7	250	2.1056155781365004e-15
918	Linear2	(5,)	6000	20	1.0	0.3	10	5.116299178482657e-14
919	Linear2	(5,)	6000	20	1.0	0.3	100	5.116299178482657e-14
920	Linear2	(5,)	6000	20	1.0	0.3	250	5.116299178482657e-14
921	Linear2	(5,)	6000	20	1.0	0.7	10	3.0830384716674453e-15
922	Linear2	(5,)	6000	20	1.0	0.7	100	3.0830384716674453e-15
923	Linear2	(5,)	6000	20	1.0	0.7	250	3.0830384716674453e-15
924	Linear2	(5,)	6000	50	0.5	0.3	10	2.5542512237784235e-15
925	Linear2	(5,)	6000	50	0.5	0.3	100	2.5542512237784235e-15
926	Linear2	(5,)	6000	50	0.5	0.3	250	2.5542512237784235e-15
927	Linear2	(5,)	6000	50	0.5	0.7	10	2.6826590062323414e-15
928	Linear2	(5,)	6000	50	0.5	0.7	100	2.6826590062323414e-15
929	Linear2	(5,)	6000	50	0.5	0.7	250	2.6826590062323414e-15
930	Linear2	(5,)	6000	50	1.0	0.3	10	6.345166309040806e-12
931	Linear2	(5,)	6000	50	1.0	0.3	100	6.345166309040806e-12
932	Linear2	(5,)	6000	50	1.0	0.3	250	6.345166309040806e-12
933	Linear2	(5,)	6000	50	1.0	0.7	10	8.066844392994043e-15
934	Linear2	(5,)	6000	50	1.0	0.7	100	8.066844392994043e-15
935	Linear2	(5,)	6000	50	1.0	0.7	250	8.066844392994043e-15
936	Linear2	(10,)	600	10	0.5	0.3	10	0.18136909782886504
937	Linear2	(10,)	600	10	0.5	0.3	100	0.18136824786663056
938	Linear2	(10,)	600	10	0.5	0.3	250	0.18136824786663056
939	Linear2	(10,)	600	10	0.5	0.7	10	0.012919096015393735
940	Linear2	(10,)	600	10	0.5	0.7	100	0.010886650774627924
941	Linear2	(10,)	600	10	0.5	0.7	250	0.010886650774627924
942	Linear2	(10,)	600	10	1.0	0.3	10	1.2144377092226933e-06
943	Linear2	(10,)	600	10	1.0	0.3	100	1.2144260858804046e-06
944	Linear2	(10,)	600	10	1.0	0.3	250	1.2144260858804046e-06
945	Linear2	(10,)	600	10	1.0	0.7	10	1.542275302694046e-13
946	Linear2	(10,)	600	10	1.0	0.7	100	1.5319613307952783e-13
947	Linear2	(10,)	600	10	1.0	0.7	250	1.5319613307952783e-13
948	Linear2	(10,)	600	20	0.5	0.3	10	1.9806324687010602e-08
949	Linear2	(10,)	600	20	0.5	0.3	100	1.9806324687010602e-08
950	Linear2	(10,)	600	20	0.5	0.3	250	1.9806324687010602e-08
951	Linear2	(10,)	600	20	0.5	0.7	10	1.3707810941898657e-10
952	Linear2	(10,)	600	20	0.5	0.7	100	1.1673929489752767e-10
953	Linear2	(10,)	600	20	0.5	0.7	250	1.1673929489752767e-10
954	Linear2	(10,)	600	20	1.0	0.3	10	3.6458223121371705e-07
955	Linear2	(10,)	600	20	1.0	0.3	100	3.6458223121371705e-07
956	Linear2	(10,)	600	20	1.0	0.3	250	3.6458223121371705e-07
957	Linear2	(10,)	600	20	1.0	0.7	10	3.6066318681582386e-11
